,Soil humidity ,Air humidity (%),Air temperature (C),Motor
6721,71.17,69.41,20.29,0
6722,71.11,67.48,20.84,0
6723,71.06,64.86,21.66,0
6724,71,62.23,22.48,0
6725,70.94,58.85,23.24,0
6726,70.89,55.47,24,0
6727,70.83,52.38,24.65,0
6728,70.78,49.29,25.3,0
6729,70.72,47.12,25.75,0
6730,70.67,44.96,26.2,0
6731,70.61,42.54,26.78,0
6732,70.56,40.13,27.36,0
6733,70.5,37.35,27.9,0
6734,70.44,34.57,28.44,0
6735,70.39,31.37,29.34,0
6736,70.33,28.17,30.24,0
6737,70.28,24.84,30.76,0
6738,70.22,21.51,31.28,0
6739,70.17,19.58,31.46,0
6740,70.11,17.65,31.64,0
6741,70.06,16.53,31.87,0
6742,70,15.41,32.1,0
6743,69.84,15.02,32.79,0
6744,69.68,14.62,33.48,0
6745,69.51,13.96,34.25,0
6746,69.35,13.31,35.03,0
6747,69.19,12.52,35.65,0
6748,69.03,11.72,36.27,0
6749,68.86,10.06,36.75,0
6750,68.7,8.4,37.22,0
6751,68.54,7.29,37.42,0
6752,68.38,6.18,37.63,0
6753,68.22,5.42,38.18,0
6754,68.05,4.66,38.74,0
6755,67.89,3.92,38.36,0
6756,67.73,3.19,37.97,0
6757,67.57,3.31,38.36,0
6758,67.41,3.43,38.75,0
6759,67.24,3.03,39.42,0
6760,67.08,2.63,40.08,0
6761,66.92,2.23,40.12,0
6762,66.76,1.83,40.17,0
6763,66.59,2.11,40.25,0
6764,66.43,2.4,40.33,0
6765,66.27,2.68,40.41,0
6766,66.11,2.78,40.5,0
6767,65.95,2.88,40.59,0
6768,65.78,3.23,40.74,0
6769,65.62,3.58,40.88,0
6770,65.46,3.35,40.88,0
6771,65.3,3.12,40.87,0
6772,65.14,2.96,41.24,0
6773,64.97,2.8,41.6,0
6774,64.81,3,40.94,0
6775,64.65,3.2,40.29,0
6776,64.49,3.55,38.97,0
6777,64.32,3.9,37.64,0
6778,64.16,4.46,37.64,0
6779,64,5.02,37.64,0
6780,63.95,4.78,37.71,0
6781,63.89,4.55,37.78,0
6782,63.84,4.2,38.54,0
6783,63.78,3.86,39.31,0
6784,63.73,3.8,40.42,0
6785,63.67,3.74,41.54,0
6786,63.62,3.45,41.34,0
6787,63.56,3.16,41.14,0
6788,63.51,3.57,40.5,0
6789,63.45,3.97,39.86,0
6790,63.4,3.78,39.39,0
6791,63.34,3.59,38.92,0
6792,63.29,3.48,39.32,0
6793,63.23,3.38,39.72,0
6794,63.18,3.6,39.52,0
6795,63.12,3.81,39.33,0
6796,63.07,3.84,39.03,0
6797,63.01,3.86,38.74,0
6798,62.96,3.75,38.86,0
6799,62.9,3.64,38.99,0
6800,62.85,3.68,38.89,0
6801,62.79,3.71,38.79,0
6802,62.74,3.8,38.78,0
6803,62.68,3.88,38.76,0
6804,62.63,3.68,39.2,0
6805,62.58,3.47,39.63,0
6806,62.52,3.39,39.94,0
6807,62.47,3.31,40.26,0
6808,62.41,3.25,39.98,0
6809,62.36,3.19,39.7,0
6810,62.3,3.43,39.47,0
6811,62.25,3.67,39.23,0
6812,62.19,3.8,38.95,0
6813,62.14,3.92,38.67,0
6814,62.08,3.76,38.68,0
6815,62.03,3.59,38.7,0
6816,61.97,3.88,38.7,0
6817,61.92,4.18,38.7,0
6818,61.86,11,38.01,0
6819,61.81,17.83,37.32,0
6820,61.75,18.56,36.58,0
6821,61.7,19.3,35.84,0
6822,61.64,18.55,35.57,0
6823,61.59,17.8,35.3,0
6824,61.53,17.31,35,0
6825,61.48,16.83,34.71,0
6826,61.42,16.68,34.45,0
6827,61.37,16.53,34.19,0
6828,61.32,16.66,33.74,0
6829,61.26,16.8,33.3,0
6830,61.21,17.24,33.1,0
6831,61.15,17.68,32.91,0
6832,61.1,17.52,33.1,0
6833,61.04,17.35,33.3,0
6834,60.99,17.26,33.14,0
6835,60.93,17.18,32.97,0
6836,60.88,17.4,32.67,0
6837,60.82,17.62,32.38,0
6838,60.77,17.44,32.14,0
6839,60.71,17.27,31.89,0
6840,60.66,17.64,31.62,0
6841,60.6,18.01,31.36,0
6842,60.55,19.1,30.69,0
6843,60.49,19.62,30.32,0
6844,60.44,20.13,29.94,0
6845,60.38,20.13,29.94,0
6846,60.33,21.75,29.59,0
6847,60.27,22.6,29.26,0
6848,60.22,23.44,28.92,0
6849,60.16,23.95,28.64,0
6850,60.11,24.45,28.37,0
6851,60.05,24.96,28.09,0
6852,60,25.47,27.7,0
6853,60,25.98,27.3,0
6854,60,26.24,27.06,0
6855,60,26.5,26.82,0
6856,60,26.92,26.64,0
6857,60,27.34,26.46,0
6858,60,27.64,26.22,0
6859,60,27.94,25.97,0
6860,60,28.58,25.74,0
6861,60,29.23,25.52,0
6862,60,29.88,25.3,0
6863,60,30.52,25.07,0
6864,60,31.48,24.88,0
6865,60,32.44,24.68,0
6866,60,33.49,24.44,0
6867,60,34.55,24.19,0
6868,60,35.26,24.08,0
6869,60,35.96,23.97,0
6870,60,36.44,23.81,0
6871,60,36.91,23.65,0
6872,60,36.64,23.56,0
6873,60,36.36,23.46,0
6874,60,36.73,23.28,0
6875,60,37.1,23.11,0
6876,60,37.06,23.07,0
6877,60,37.03,23.04,0
6878,60,36.99,23,0
6879,60,36.95,22.96,0
6880,60,36.39,22.99,0
6881,60,35.82,23.02,0
6882,60,35.51,23.06,0
6883,60,35.2,23.1,0
6884,60,35.49,23.01,0
6885,60,35.78,22.92,0
6886,60,36.3,22.72,0
6887,60,36.83,22.53,0
6888,60,37.1,22.42,0
6889,60,37.36,22.32,0
6890,60,37.26,22.42,0
6891,60,37.16,22.51,0
6892,60,37.72,22.42,0
6893,60,38.27,22.33,0
6894,60,38.84,22.22,0
6895,60,39.41,22.12,0
6896,60,40.16,21.96,0
6897,60,40.9,21.81,0
6898,60,41.84,21.64,0
6899,60,42.78,21.48,0
6900,60,43.52,21.35,0
6901,60,44.26,21.22,0
6902,60,44.88,21.1,0
6903,60,45.49,20.98,0
6904,60,46.26,20.82,0
6905,60,47.04,20.66,0
6906,60,47.74,20.49,0
6907,60,48.44,20.32,0
6908,60,48.94,20.21,0
6909,60,49.44,20.1,0
6910,60,49.94,20.02,0
6911,60,50.44,19.94,0
6912,60,50.57,20.01,0
6913,60,50.7,20.07,0
6914,60,49.4,20.37,0
6915,60,48.09,20.67,0
6916,60,48.34,20.54,0
6917,60,48.59,20.4,0
6918,60,48.84,20.26,0
6919,60,49.09,20.13,0
6920,60,49.9,20.08,0
6921,60,50.72,20.03,0
6922,60,51.14,20.11,0
6923,60,51.55,20.19,0
6924,60,52.24,20.15,0
6925,60,52.93,20.11,0
6926,60,53.72,20.15,0
6927,60,54.5,20.19,0
6928,60,54.8,20.4,0
6929,60,55.11,20.6,0
6930,60,56.09,20.44,0
6931,60,57.07,20.29,0
6932,60,57.42,20.2,0
6933,60,57.78,20.12,0
6934,60,58.13,20.03,0
6935,60,58.65,20.01,0
6936,60,59.17,19.99,0
6937,60,59.72,20.02,0
6938,60,60.28,20.06,0
6939,60,61.23,19.99,0
6940,60,62.18,19.92,0
6941,60,63.07,19.82,0
6942,60,63.96,19.71,0
6943,60,65.04,19.58,0
6944,60,66.13,19.44,0
6945,60,66.88,19.4,0
6946,60,67.62,19.37,0
6947,60,68.02,19.38,0
6948,60,68.41,19.39,0
6949,60,68.94,19.34,0
6950,60,69.47,19.3,0
6951,60,70.02,19.24,0
6952,60,70.56,19.18,0
6953,60,70.86,19.1,0
6954,60,71.16,19.02,0
6955,60,71.47,18.95,0
6956,60,71.77,18.87,0
6957,60,71.28,18.9,0
6958,60,70.8,18.94,0
6959,60,70.86,18.87,0
6960,60,70.92,18.79,0
6961,60,71.41,18.6,0
6962,60,71.91,18.42,0
6963,60,71.91,18.44,0
6964,60,71.91,18.45,0
6965,60,72,18.44,0
6966,60,72.1,18.42,0
6967,60,72.91,18.27,0
6968,60,73.73,18.13,0
6969,60,73.66,18.14,0
6970,60,73.59,18.15,0
6971,60,73.43,18.2,0
6972,60,73.26,18.26,0
6973,60,72.34,18.5,0
6974,60,71.41,18.73,0
6975,60,71.92,18.74,0
6976,60,72.44,18.74,0
6977,60,73.47,18.63,0
6978,60,74.51,18.53,0
6979,60,75.46,18.44,0
6980,60,76.41,18.35,0
6981,60,77.03,18.35,0
6982,60,77.64,18.35,0
6983,60,77.6,18.44,0
6984,60,77.57,18.54,0
6985,60,78,18.5,0
6986,60,78.42,18.47,0
6987,60,78.91,18.35,0
6988,60,79.4,18.24,0
6989,60,79.6,18.21,0
6990,60,79.8,18.18,0
6991,60,80,18.15,0
6992,60,80.26,18.04,0
6993,60,80.52,17.93,0
6994,60,80.83,17.86,0
6995,60,81.14,17.79,0
6996,60,81.66,17.76,0
6997,59.94,82.18,17.74,0
6998,59.89,82.85,17.73,0
6999,59.83,83.52,17.72,0
7000,59.78,83.38,17.8,0
7001,59.72,83.23,17.89,0
7002,59.67,82.92,17.98,0
7003,59.61,82.61,18.08,0
7004,59.56,81.77,18.39,0
7005,59.5,80.93,18.7,0
7006,59.44,79.45,18.99,0
7007,59.39,77.97,19.28,0
7008,59.33,76.12,19.88,0
7009,59.28,74.26,20.47,0
7010,59.22,71.11,21.2,0
7011,59.17,67.96,21.92,0
7012,59.11,65.51,22.5,0
7013,59.06,63.06,23.08,0
7014,59,61,23.49,0
7015,58.94,58.94,23.91,0
7016,58.89,55.7,24.61,0
7017,58.83,52.45,25.31,0
7018,58.78,49.06,25.98,0
7019,58.72,45.66,26.66,0
7020,58.67,43.56,26.92,0
7021,58.61,41.45,27.17,0
7022,58.56,39.03,28.01,0
7023,58.5,36.62,28.85,0
7024,58.44,35.24,29.01,0
7025,58.39,33.85,29.16,0
7026,58.33,32.77,29.38,0
7027,58.28,31.69,29.61,0
7028,58.22,31.01,29.74,0
7029,58.17,30.33,29.86,0
7030,58.11,29.94,30.4,0
7031,58.06,29.55,30.95,0
7032,58,28.64,31.82,0
7033,57.95,27.72,32.69,0
7034,57.89,26.32,33.26,0
7035,57.84,24.92,33.83,0
7036,57.78,23.2,34.06,0
7037,57.73,21.49,34.3,0
7038,57.68,19.94,34.68,0
7039,57.62,18.4,35.07,0
7040,57.57,17.91,35.28,0
7041,57.51,17.42,35.5,0
7042,57.46,16.57,36.22,0
7043,57.41,15.72,36.95,0
7044,57.35,15.21,37.14,0
7045,57.3,14.7,37.32,0
7046,57.24,13.9,37.92,0
7047,57.19,13.09,38.53,0
7048,57.14,12.35,38.48,0
7049,57.08,11.61,38.43,0
7050,57.03,10.98,38.71,0
7051,56.97,10.35,38.99,0
7052,56.92,9.86,39.18,0
7053,56.86,9.36,39.37,0
7054,56.81,9.18,39.8,0
7055,56.76,9.01,40.22,0
7056,56.7,8.64,39.96,0
7057,56.65,8.27,39.69,0
7058,56.59,8.12,39.78,0
7059,56.54,7.96,39.87,0
7060,56.49,7.6,40.02,0
7061,56.43,7.24,40.18,0
7062,56.38,7.6,39.98,0
7063,56.32,7.95,39.78,0
7064,56.27,8.12,38.83,0
7065,56.22,8.28,37.88,0
7066,56.16,8.24,37.51,0
7067,56.11,8.2,37.14,0
7068,56.05,7.56,37.35,0
7069,56,6.91,37.56,0
7070,55.89,6.04,38.04,0
7071,55.78,5.17,38.53,0
7072,55.67,4.83,39.36,0
7073,55.56,4.49,40.2,0
7074,55.44,3.84,40.7,0
7075,55.33,3.19,41.19,0
7076,55.22,2.94,40.58,0
7077,55.11,2.7,39.97,0
7078,55,3.2,39.44,0
7079,54.89,3.71,38.9,0
7080,54.78,3.71,39.24,0
7081,54.67,3.71,39.57,0
7082,54.56,4.07,38.78,0
7083,54.44,3.7,38.63,0
7084,54.33,3.32,38.48,0
7085,54.22,3.58,38.6,0
7086,54.11,3.84,38.71,0
7087,54,3.88,38.84,0
7088,53.89,3.91,38.97,0
7089,53.78,3.63,39.14,0
7090,53.67,3.35,39.32,0
7091,53.56,3.06,39.64,0
7092,53.44,2.77,39.97,0
7093,53.33,2.82,39.91,0
7094,53.22,2.87,39.85,0
7095,53.11,8.16,39.38,0
7096,53,13.46,38.9,0
7097,52.89,16.43,37.9,0
7098,52.78,19.4,36.91,0
7099,52.67,19.32,36.3,0
7100,52.56,19.24,35.68,0
7101,52.44,19.67,35.52,0
7102,52.33,20.1,35.36,0
7103,52.22,20.9,35.2,0
7104,52.11,21.7,35.04,0
7105,52,22.1,34.65,0
7106,52.43,22.5,34.26,1
7107,52.86,23.76,33.96,1
7108,53.3,25.03,33.65,1
7109,53.73,25.46,33.32,1
7110,54.16,25.89,32.99,1
7111,54.59,27.04,32.65,1
7112,55.03,28.2,32.31,1
7113,55.46,27.49,32.22,1
7114,55.89,26.79,32.14,1
7115,56.32,23.86,32.28,1
7116,56.76,20.94,32.43,1
7117,57.19,20.9,32.48,1
7118,57.62,20.86,32.53,1
7119,58.05,20.85,32.23,1
7120,58.49,20.84,31.92,1
7121,58.92,20.83,31.62,1
7122,59.35,20.82,31.32,1
7123,59.78,21.28,30.92,1
7124,60.22,21.73,30.52,1
7125,60.65,22.44,30.34,1
7126,61.08,23.15,30.16,1
7127,61.51,23.62,29.88,1
7128,61.95,24.1,29.61,1
7129,62.38,24.69,29.37,1
7130,62.81,25.28,29.13,1
7131,63.24,25.88,28.89,1
7132,63.68,26.47,28.65,1
7133,64.11,26.94,28.33,1
7134,64.54,27.41,28.01,1
7135,64.97,27.74,27.64,1
7136,65.41,28.07,27.26,1
7137,65.84,28.86,26.84,1
7138,66.27,29.65,26.43,1
7139,66.7,31.06,26,1
7140,67.14,32.47,25.57,1
7141,67.57,33.86,25.17,1
7142,68,35.25,24.77,1
7143,67.89,38.75,24.27,0
7144,67.78,42.25,23.77,0
7145,67.67,43.82,23.4,0
7146,67.56,45.38,23.04,0
7147,67.44,45.92,22.88,0
7148,67.33,46.46,22.72,0
7149,67.22,47,22.56,0
7150,67.11,47.54,22.4,0
7151,67,48.64,22.28,0
7152,66.89,49.73,22.17,0
7153,66.78,50.74,22.06,0
7154,66.67,51.74,21.94,0
7155,66.56,52.78,21.8,0
7156,66.44,53.82,21.66,0
7157,66.33,54.86,21.52,0
7158,66.22,55.9,21.38,0
7159,66.11,57.18,21.3,0
7160,66,58.47,21.21,0
7161,65.89,59.26,21.21,0
7162,65.78,60.04,21.21,0
7163,65.67,61.01,21.22,0
7164,65.56,61.98,21.23,0
7165,65.44,62.9,21.15,0
7166,65.33,63.83,21.07,0
7167,65.22,64.5,21.06,0
7168,65.11,65.17,21.05,0
7169,65,65.6,21.04,0
7170,64.89,66.03,21.02,0
7171,64.78,67.35,20.88,0
7172,64.67,68.67,20.75,0
7173,64.56,69.49,20.68,0
7174,64.44,70.31,20.61,0
7175,64.33,71.14,20.53,0
7176,64.22,71.96,20.46,0
7177,64.11,72.78,20.39,0
7178,64,73.6,20.29,0
7179,63.94,74.41,20.19,0
7180,63.89,74.11,20.2,0
7181,63.83,73.82,20.22,0
7182,63.78,73.88,20.2,0
7183,63.72,73.93,20.18,0
7184,63.67,74.24,20.12,0
7185,63.61,74.55,20.06,0
7186,63.56,74.84,20.01,0
7187,63.5,75.14,19.96,0
7188,63.44,75.35,19.89,0
7189,63.39,75.57,19.81,0
7190,63.33,75.63,19.77,0
7191,63.28,75.7,19.74,0
7192,63.22,75.1,19.8,0
7193,63.17,74.51,19.87,0
7194,63.11,74.45,19.86,0
7195,63.06,74.39,19.84,0
7196,63,74.49,19.77,0
7197,62.94,74.59,19.7,0
7198,62.89,74.98,19.64,0
7199,62.83,75.37,19.59,0
7200,62.78,75.56,19.55,0
7201,62.72,75.75,19.5,0
7202,62.67,76.04,19.48,0
7203,62.61,76.32,19.45,0
7204,62.56,76.61,19.42,0
7205,62.5,76.9,19.4,0
7206,62.44,77.21,19.41,0
7207,62.39,77.51,19.42,0
7208,62.33,77.4,19.42,0
7209,62.28,77.28,19.43,0
7210,62.22,77.34,19.4,0
7211,62.17,77.41,19.37,0
7212,62.11,77.54,19.29,0
7213,62.06,77.68,19.21,0
7214,62,77.56,19.21,0
7215,61.99,77.44,19.21,0
7216,61.97,77.88,19.09,0
7217,61.96,78.31,18.97,0
7218,61.94,78.29,18.99,0
7219,61.93,78.26,19.01,0
7220,61.92,78.28,19.02,0
7221,61.9,78.3,19.04,0
7222,61.89,78.28,19.05,0
7223,61.88,78.25,19.06,0
7224,61.86,78.43,19,0
7225,61.85,78.61,18.94,0
7226,61.83,78.94,18.92,0
7227,61.82,79.26,18.91,0
7228,61.81,79.05,18.94,0
7229,61.79,78.84,18.98,0
7230,61.78,78.84,18.92,0
7231,61.76,78.85,18.85,0
7232,61.75,78.84,18.85,0
7233,61.74,78.84,18.86,0
7234,61.72,78.83,18.86,0
7235,61.71,78.74,18.86,0
7236,61.69,78.64,18.87,0
7237,61.68,79.24,18.74,0
7238,61.67,79.83,18.62,0
7239,61.65,79.99,18.64,0
7240,61.64,80.15,18.66,0
7241,61.62,80.47,18.67,0
7242,61.61,80.79,18.68,0
7243,61.6,81.17,18.65,0
7244,61.58,81.55,18.62,0
7245,61.57,82.02,18.57,0
7246,61.56,82.48,18.52,0
7247,61.54,82.74,18.55,0
7248,61.53,82.99,18.58,0
7249,61.51,83.52,18.56,0
7250,61.5,84.04,18.53,0
7251,61.49,84.68,18.5,0
7252,61.47,85.33,18.46,0
7253,61.46,86,18.44,0
7254,61.44,86.67,18.42,0
7255,61.43,87.11,18.42,0
7256,61.42,87.55,18.43,0
7257,61.4,87.95,18.34,0
7258,61.39,88.35,18.25,0
7259,61.38,88.92,18.16,0
7260,61.36,89.49,18.08,0
7261,61.35,89.72,18.05,0
7262,61.33,89.94,18.01,0
7263,61.32,89.96,18,0
7264,61.31,89.97,17.99,0
7265,61.29,90.36,17.9,0
7266,61.28,90.76,17.8,0
7267,61.26,91.27,17.74,0
7268,61.25,91.78,17.68,0
7269,61.24,92.14,17.57,0
7270,61.22,92.5,17.46,0
7271,61.21,92.88,17.4,0
7272,61.19,93.26,17.34,0
7273,61.18,93.47,17.28,0
7274,61.17,93.68,17.22,0
7275,61.15,94.11,17.18,0
7276,61.14,94.54,17.15,0
7277,61.12,94.84,17.11,0
7278,61.11,95.15,17.08,0
7279,61.1,95.38,17.11,0
7280,61.08,95.62,17.14,0
7281,61.07,95.81,17.19,0
7282,61.06,96,17.23,0
7283,61.04,96,17.2,0
7284,61.03,96,17.18,0
7285,61.01,96,17.16,0
7286,61,96,17.15,0
7287,60.97,96,17.13,0
7288,60.94,96,17.1,0
7289,60.92,96,17.06,0
7290,60.89,96,17.09,0
7291,60.86,96,17.12,0
7292,60.83,96,17.28,0
7293,60.81,96,17.45,0
7294,60.78,95.76,17.94,0
7295,60.75,95.53,18.42,0
7296,60.72,92.2,19.16,0
7297,60.69,88.88,19.9,0
7298,60.67,84.32,20.74,0
7299,60.64,79.76,21.59,0
7300,60.61,76.53,22.19,0
7301,60.58,73.3,22.79,0
7302,60.56,70.78,23.4,0
7303,60.53,68.25,24.01,0
7304,60.5,66.72,24.44,0
7305,60.47,65.2,24.88,0
7306,60.44,64.24,25.08,0
7307,60.42,63.27,25.29,0
7308,60.39,60.96,25.9,0
7309,60.36,58.65,26.5,0
7310,60.33,57.28,26.82,0
7311,60.31,55.9,27.14,0
7312,60.28,54.8,27.34,0
7313,60.25,53.71,27.54,0
7314,60.22,52.4,27.87,0
7315,60.19,51.08,28.2,0
7316,60.17,49.55,28.76,0
7317,60.14,48.02,29.33,0
7318,60.11,46.3,29.84,0
7319,60.08,44.58,30.35,0
7320,60.06,42.86,30.9,0
7321,60.03,41.13,31.44,0
7322,60,39.69,31.95,0
7323,59.97,38.25,32.46,0
7324,59.95,37.38,32.7,0
7325,59.92,36.5,32.94,0
7326,59.89,35.98,33.14,0
7327,59.86,35.45,33.34,0
7328,59.84,33.08,34.39,0
7329,59.81,30.72,35.44,0
7330,59.78,29.52,35.74,0
7331,59.76,28.32,36.05,0
7332,59.73,27.4,36.26,0
7333,59.7,26.47,36.47,0
7334,59.68,25.96,36.85,0
7335,59.65,25.44,37.23,0
7336,59.62,24.74,37.38,0
7337,59.59,24.05,37.52,0
7338,59.57,23.46,38.08,0
7339,59.54,22.87,38.65,0
7340,59.51,23.47,38.49,0
7341,59.49,24.07,38.34,0
7342,59.46,24.66,38.18,0
7343,59.43,25.26,38.03,0
7344,59.41,25.86,37.88,0
7345,59.38,26.46,37.72,0
7346,59.35,27.05,37.56,0
7347,59.32,27.65,37.41,0
7348,59.3,28.25,37.25,0
7349,59.27,28.85,37.1,0
7350,59.24,29.45,36.94,0
7351,59.22,30.04,36.79,0
7352,59.19,30.64,36.64,0
7353,59.16,31.24,36.48,0
7354,59.14,31.84,36.33,0
7355,59.11,32.43,36.17,0
7356,59.08,33.03,36.02,0
7357,59.05,33.63,35.86,0
7358,59.03,34.75,35.61,0
7359,59,35.87,35.35,0
7360,58.94,34.69,36,0
7361,58.89,33.51,36.65,0
7362,58.83,34,36.3,0
7363,58.78,34.49,35.96,0
7364,58.72,36.41,35.03,0
7365,58.67,38.33,34.1,0
7366,58.61,39.86,33.39,0
7367,58.56,41.4,32.69,0
7368,58.5,40.54,33.04,0
7369,58.44,39.68,33.4,0
7370,58.39,40.54,32.99,0
7371,58.33,41.4,32.58,0
7372,58.28,42.3,32.2,0
7373,58.22,43.19,31.81,0
7374,58.17,43.39,31.66,0
7375,58.11,43.59,31.51,0
7376,58.06,43.04,31.76,0
7377,58,42.49,32.02,0
7378,57.94,43.57,31.04,0
7379,57.89,43.35,31.22,0
7380,57.83,43.13,31.39,0
7381,57.78,43.31,31.18,0
7382,57.72,43.49,30.96,0
7383,57.67,43.4,30.79,0
7384,57.61,43.31,30.62,0
7385,57.56,44.35,30.14,0
7386,57.5,45.39,29.65,0
7387,57.44,45.53,29.58,0
7388,57.39,45.68,29.51,0
7389,57.33,45.82,29.44,0
7390,57.28,45.96,29.37,0
7391,57.22,46.57,29.08,0
7392,57.17,47.18,28.78,0
7393,57.11,47.84,28.65,0
7394,57.06,48.5,28.51,0
7395,57,48.61,28.39,0
7396,56.92,48.73,28.27,0
7397,56.83,48.96,28.17,0
7398,56.75,49.19,28.08,0
7399,56.67,49.52,27.85,0
7400,56.58,49.84,27.62,0
7401,56.5,50.84,27.3,0
7402,56.42,51.84,26.99,0
7403,56.33,52.08,26.86,0
7404,56.25,52.32,26.73,0
7405,56.17,52.69,26.6,0
7406,56.08,53.06,26.47,0
7407,56,53.58,26.32,0
7408,55.92,54.11,26.17,0
7409,55.83,55.39,25.98,0
7410,55.75,56.67,25.79,0
7411,55.67,56.85,25.65,0
7412,55.58,57.03,25.52,0
7413,55.5,57.21,25.38,0
7414,55.42,57.77,25.3,0
7415,55.33,58.33,25.22,0
7416,55.25,59.54,24.87,0
7417,55.17,60.74,24.52,0
7418,55.08,62.2,24.39,0
7419,55,63.65,24.26,0
7420,54.92,65.28,23.92,0
7421,54.83,66.9,23.57,0
7422,54.75,68.14,23.26,0
7423,54.67,69.38,22.95,0
7424,54.58,70.14,22.78,0
7425,54.5,70.9,22.61,0
7426,54.42,72.78,22.36,0
7427,54.33,74.66,22.12,0
7428,54.25,78.66,21.66,0
7429,54.17,82.67,21.2,0
7430,54.08,83.75,21.03,0
7431,54,84.83,20.86,0
7432,54.03,85.22,20.72,1
7433,54.06,85.6,20.57,1
7434,54.08,85.26,20.52,1
7435,54.11,84.92,20.48,1
7436,54.14,84.57,20.43,1
7437,54.17,84.23,20.38,1
7438,54.19,83.06,20.4,1
7439,54.22,81.89,20.42,1
7440,54.25,81.35,20.44,1
7441,54.28,80.82,20.45,1
7442,54.31,81.84,20.35,1
7443,54.33,82.86,20.25,1
7444,54.36,83.56,20.22,1
7445,54.39,84.25,20.18,1
7446,54.42,84.74,20.14,1
7447,54.44,85.23,20.1,1
7448,54.47,85.72,20.07,1
7449,54.5,86.21,20.03,1
7450,54.53,87.18,19.99,1
7451,54.56,88.15,19.95,1
7452,54.58,88.97,19.91,1
7453,54.61,89.79,19.87,1
7454,54.64,90.36,19.82,1
7455,54.67,90.92,19.77,1
7456,54.69,91.19,19.72,1
7457,54.72,91.46,19.67,1
7458,54.75,91.74,19.64,1
7459,54.78,92.01,19.61,1
7460,54.81,92.22,19.6,1
7461,54.83,92.42,19.6,1
7462,54.86,92.2,19.62,1
7463,54.89,91.98,19.64,1
7464,54.92,91.76,19.63,1
7465,54.94,91.55,19.62,1
7466,54.97,91.43,19.62,1
7467,55,91.31,19.61,1
7468,55.03,91.34,19.62,1
7469,55.06,91.38,19.63,1
7470,55.08,91.42,19.62,1
7471,55.11,91.45,19.61,1
7472,55.14,91.48,19.6,1
7473,55.17,91.52,19.58,1
7474,55.19,91.56,19.57,1
7475,55.22,91.59,19.56,1
7476,55.25,91.94,19.47,1
7477,55.28,92.28,19.38,1
7478,55.31,92.47,19.39,1
7479,55.33,92.66,19.4,1
7480,55.36,92.97,19.32,1
7481,55.39,93.28,19.25,1
7482,55.42,93.62,19.2,1
7483,55.44,93.97,19.16,1
7484,55.47,94.31,19.11,1
7485,55.5,94.7,19.1,1
7486,55.53,95.1,19.09,1
7487,55.56,95.14,19.1,1
7488,55.58,95.17,19.12,1
7489,55.61,95.31,19.09,1
7490,55.64,95.45,19.06,1
7491,55.67,95.65,19.02,1
7492,55.69,95.85,18.99,1
7493,55.72,95.9,18.98,1
7494,55.75,95.96,18.98,1
7495,55.78,95.9,19.02,1
7496,55.81,95.85,19.05,1
7497,55.83,95.84,19.04,1
7498,55.86,95.84,19.03,1
7499,55.89,95.78,19.04,1
7500,55.92,95.72,19.04,1
7501,55.94,95.84,19,1
7502,55.97,95.95,18.97,1
7503,56,95.98,18.94,1
7504,56.05,96,18.91,1
7505,56.11,96,18.88,1
7506,56.16,96,18.85,1
7507,56.22,96,18.81,1
7508,56.27,96,18.77,1
7509,56.32,96,18.72,1
7510,56.38,96,18.66,1
7511,56.43,96,18.68,1
7512,56.49,96,18.69,1
7513,56.54,96,18.62,1
7514,56.59,96,18.55,1
7515,56.65,96,18.55,1
7516,56.7,96,18.54,1
7517,56.76,96,18.49,1
7518,56.81,96,18.45,1
7519,56.86,96,18.42,1
7520,56.92,96,18.4,1
7521,56.97,96,18.35,1
7522,57.03,96,18.31,1
7523,57.08,96,18.26,1
7524,57.14,96,18.21,1
7525,57.19,96,18.16,1
7526,57.24,96,18.11,1
7527,57.3,96,18.06,1
7528,57.35,96,18.01,1
7529,57.41,96,17.93,1
7530,57.46,96,17.85,1
7531,57.51,96,17.76,1
7532,57.57,96,17.68,1
7533,57.62,96,17.58,1
7534,57.68,96,17.49,1
7535,57.73,96,17.38,1
7536,57.78,96,17.26,1
7537,57.84,96,17.15,1
7538,57.89,96,17.04,1
7539,57.95,96,16.93,1
7540,58,96,16.76,1
7541,58,96,16.58,0
7542,58,96,16.49,0
7543,58,96,16.41,0
7544,58,96,16.46,0
7545,58,96,16.51,0
7546,58,96,16.62,0
7547,58,96,16.72,0
7548,58,96,16.7,0
7549,58,96,16.69,0
7550,58,96,16.7,0
7551,58,96,16.71,0
7552,58,96,16.75,0
7553,58,96,16.79,0
7554,58,96,16.8,0
7555,58,96,16.81,0
7556,58,96,16.9,0
7557,58,96,16.99,0
7558,58,96,17.01,0
7559,58,96,17.03,0
7560,58,96,17.07,0
7561,58,96,17.1,0
7562,58,96,17.11,0
7563,58,96,17.12,0
7564,58,96,17.16,0
7565,58,96,17.2,0
7566,58,96,17.19,0
7567,58,96,17.17,0
7568,58,96,17.18,0
7569,58,96,17.19,0
7570,58,96,17.26,0
7571,58,96,17.33,0
7572,58,96,17.33,0
7573,58,96,17.34,0
7574,58,96,17.33,0
7575,58,96,17.32,0
7576,58,96,17.45,0
7577,58,96,17.58,0
7578,58,96,17.71,0
7579,58,96,17.84,0
